,state,county,tract,rfgrp,prednum,prednum_moe,predrt,predrt_moe,stname,STABREV,ctname,popuni
127498,34,1,11500,1-2RF,3322,590.4,55.2,9.81,New Jersey,NJ,"Atlantic County, NJ",6018
127499,34,1,11500,3PLRF,537,399.9,8.92,6.65,New Jersey,NJ,"Atlantic County, NJ",6018
127500,34,1,11600,0RF,1959,360.4,42.55,7.83,New Jersey,NJ,"Atlantic County, NJ",4604
127501,34,1,11600,1-2RF,1704,383.8,37.01,8.34,New Jersey,NJ,"Atlantic County, NJ",4604
127502,34,1,11600,3PLRF,941,334.3,20.44,7.26,New Jersey,NJ,"Atlantic County, NJ",4604
127503,34,1,11701,0RF,3023,893.1,32.67,9.65,New Jersey,NJ,"Atlantic County, NJ",9253
127504,34,1,11701,1-2RF,4357,906.6,47.09,9.8,New Jersey,NJ,"Atlantic County, NJ",9253
127505,34,1,11701,3PLRF,1873,642.4,20.24,6.94,New Jersey,NJ,"Atlantic County, NJ",9253
127506,34,1,11702,0RF,1108,316.3,34.96,9.98,New Jersey,NJ,"Atlantic County, NJ",3169
127507,34,1,11702,1-2RF,1481,324.6,46.73,10.24,New Jersey,NJ,"Atlantic County, NJ",3169
127508,34,1,11702,3PLRF,580,245.7,18.3,7.75,New Jersey,NJ,"Atlantic County, NJ",3169
127509,34,1,11802,0RF,6053,1288.0,41.17,8.76,New Jersey,NJ,"Atlantic County, NJ",14701
127510,34,1,11802,1-2RF,6785,1292.0,46.15,8.79,New Jersey,NJ,"Atlantic County, NJ",14701
127511,34,1,11802,3PLRF,1863,915.2,12.67,6.23,New Jersey,NJ,"Atlantic County, NJ",14701
127512,34,1,11803,0RF,1770,456.2,39.94,10.29,New Jersey,NJ,"Atlantic County, NJ",4432
127513,34,1,11803,1-2RF,1818,460.6,41.02,10.39,New Jersey,NJ,"Atlantic County, NJ",4432
127514,34,1,11803,3PLRF,844,344.8,19.04,7.78,New Jersey,NJ,"Atlantic County, NJ",4432
127515,34,1,11804,0RF,2620,619.9,39.9,9.44,New Jersey,NJ,"Atlantic County, NJ",6566
127516,34,1,11804,1-2RF,3238,618.6,49.31,9.42,New Jersey,NJ,"Atlantic County, NJ",6566
127517,34,1,11804,3PLRF,708,440.8,10.78,6.71,New Jersey,NJ,"Atlantic County, NJ",6566
127518,34,1,11805,0RF,834,200.4,40.51,9.73,New Jersey,NJ,"Atlantic County, NJ",2059
127519,34,1,11805,1-2RF,952,199.4,46.24,9.68,New Jersey,NJ,"Atlantic County, NJ",2059
127520,34,1,11805,3PLRF,273,135.8,13.26,6.6,New Jersey,NJ,"Atlantic County, NJ",2059
127521,34,1,11900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",8096
127522,34,1,11900,1-2RF,3450,979.8,42.61,12.1,New Jersey,NJ,"Atlantic County, NJ",8096
127523,34,1,11900,3PLRF,4646,979.8,57.39,12.1,New Jersey,NJ,"Atlantic County, NJ",8096
127524,34,1,12000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",4632
127525,34,1,12000,1-2RF,2819,564.7,60.86,12.19,New Jersey,NJ,"Atlantic County, NJ",4632
127526,34,1,12000,3PLRF,1813,564.7,39.14,12.19,New Jersey,NJ,"Atlantic County, NJ",4632
127527,34,1,12100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",3200
127528,34,1,12100,1-2RF,1508,392.6,47.13,12.27,New Jersey,NJ,"Atlantic County, NJ",3200
127529,34,1,12100,3PLRF,1692,392.6,52.88,12.27,New Jersey,NJ,"Atlantic County, NJ",3200
127530,34,1,12200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",5255
127531,34,1,12200,1-2RF,3538,598.0,67.33,11.38,New Jersey,NJ,"Atlantic County, NJ",5255
127532,34,1,12200,3PLRF,1717,598.0,32.67,11.38,New Jersey,NJ,"Atlantic County, NJ",5255
127533,34,1,12302,0RF,791,356.2,24.9,11.21,New Jersey,NJ,"Atlantic County, NJ",3177
127534,34,1,12302,1-2RF,1826,376.4,57.48,11.85,New Jersey,NJ,"Atlantic County, NJ",3177
127535,34,1,12302,3PLRF,560,307.3,17.63,9.67,New Jersey,NJ,"Atlantic County, NJ",3177
127536,34,1,12401,0RF,987,314.6,35.05,11.17,New Jersey,NJ,"Atlantic County, NJ",2816
127537,34,1,12401,1-2RF,1303,340.7,46.27,12.1,New Jersey,NJ,"Atlantic County, NJ",2816
127538,34,1,12401,3PLRF,526,308.9,18.68,10.97,New Jersey,NJ,"Atlantic County, NJ",2816
127539,34,1,12402,0RF,798,203.8,39.5,10.09,New Jersey,NJ,"Atlantic County, NJ",2020
127540,34,1,12402,1-2RF,882,204.4,43.66,10.12,New Jersey,NJ,"Atlantic County, NJ",2020
127541,34,1,12402,3PLRF,340,157.4,16.83,7.79,New Jersey,NJ,"Atlantic County, NJ",2020
127542,34,1,12501,0RF,747,248.5,32.35,10.76,New Jersey,NJ,"Atlantic County, NJ",2309
127543,34,1,12501,1-2RF,936,270.4,40.54,11.71,New Jersey,NJ,"Atlantic County, NJ",2309
127544,34,1,12501,3PLRF,626,251.3,27.11,10.88,New Jersey,NJ,"Atlantic County, NJ",2309
127545,34,1,12502,0RF,679,149.1,44.97,9.87,New Jersey,NJ,"Atlantic County, NJ",1510
127546,34,1,12502,1-2RF,626,149.9,41.46,9.93,New Jersey,NJ,"Atlantic County, NJ",1510
127547,34,1,12502,3PLRF,205,118.9,13.58,7.87,New Jersey,NJ,"Atlantic County, NJ",1510
127548,34,1,12602,0RF,575,140.3,44.44,10.84,New Jersey,NJ,"Atlantic County, NJ",1294
127549,34,1,12602,1-2RF,488,140.1,37.71,10.83,New Jersey,NJ,"Atlantic County, NJ",1294
127550,34,1,12602,3PLRF,231,105.9,17.85,8.18,New Jersey,NJ,"Atlantic County, NJ",1294
127551,34,1,12701,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",3191
127552,34,1,12701,1-2RF,2045,390.2,64.09,12.23,New Jersey,NJ,"Atlantic County, NJ",3191
127553,34,1,12701,3PLRF,1146,390.2,35.91,12.23,New Jersey,NJ,"Atlantic County, NJ",3191
127554,34,1,12702,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",1687
127555,34,1,12702,1-2RF,1022,208.7,60.58,12.37,New Jersey,NJ,"Atlantic County, NJ",1687
127556,34,1,12702,3PLRF,665,208.7,39.42,12.37,New Jersey,NJ,"Atlantic County, NJ",1687
127557,34,1,12801,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",3690
127558,34,1,12801,1-2RF,2238,430.4,60.65,11.66,New Jersey,NJ,"Atlantic County, NJ",3690
127559,34,1,12801,3PLRF,1452,430.4,39.35,11.66,New Jersey,NJ,"Atlantic County, NJ",3690
127560,34,1,12802,0RF,529,192.3,33.17,12.06,New Jersey,NJ,"Atlantic County, NJ",1595
127561,34,1,12802,1-2RF,736,203.0,46.14,12.73,New Jersey,NJ,"Atlantic County, NJ",1595
127562,34,1,12802,3PLRF,330,169.8,20.69,10.65,New Jersey,NJ,"Atlantic County, NJ",1595
127563,34,1,13000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",3523
127564,34,1,13000,1-2RF,1816,431.1,51.55,12.24,New Jersey,NJ,"Atlantic County, NJ",3523
127565,34,1,13000,3PLRF,1707,431.1,48.45,12.24,New Jersey,NJ,"Atlantic County, NJ",3523
127566,34,1,13101,0RF,293,125.8,24.64,10.58,New Jersey,NJ,"Atlantic County, NJ",1189
127567,34,1,13101,1-2RF,538,146.2,45.25,12.3,New Jersey,NJ,"Atlantic County, NJ",1189
127568,34,1,13101,3PLRF,358,144.4,30.11,12.14,New Jersey,NJ,"Atlantic County, NJ",1189
127569,34,1,13102,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",1511
127570,34,1,13102,1-2RF,591,194.1,39.11,12.85,New Jersey,NJ,"Atlantic County, NJ",1511
127571,34,1,13102,3PLRF,920,194.1,60.89,12.85,New Jersey,NJ,"Atlantic County, NJ",1511
127572,34,1,13201,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",2713
127573,34,1,13201,1-2RF,1352,325.4,49.83,11.99,New Jersey,NJ,"Atlantic County, NJ",2713
127574,34,1,13201,3PLRF,1361,325.4,50.17,11.99,New Jersey,NJ,"Atlantic County, NJ",2713
127575,34,1,13202,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",2512
127576,34,1,13202,1-2RF,1547,318.6,61.58,12.68,New Jersey,NJ,"Atlantic County, NJ",2512
127577,34,1,13202,3PLRF,965,318.6,38.42,12.68,New Jersey,NJ,"Atlantic County, NJ",2512
127578,34,1,13301,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",2653
127579,34,1,13301,1-2RF,1300,355.9,49.0,13.42,New Jersey,NJ,"Atlantic County, NJ",2653
127580,34,1,13301,3PLRF,1353,355.9,51.0,13.42,New Jersey,NJ,"Atlantic County, NJ",2653
127581,34,1,13302,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",2673
127582,34,1,13302,1-2RF,1395,356.7,52.19,13.34,New Jersey,NJ,"Atlantic County, NJ",2673
127583,34,1,13302,3PLRF,1278,356.7,47.81,13.34,New Jersey,NJ,"Atlantic County, NJ",2673
127584,34,1,13500,0RF,896,223.3,35.84,8.93,New Jersey,NJ,"Atlantic County, NJ",2500
127585,34,1,13500,1-2RF,1085,226.5,43.4,9.06,New Jersey,NJ,"Atlantic County, NJ",2500
127586,34,1,13500,3PLRF,519,190.2,20.76,7.61,New Jersey,NJ,"Atlantic County, NJ",2500
127587,34,1,983400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Atlantic County, NJ",46
127588,34,1,983400,1-2RF,32,7.5,69.57,16.3,New Jersey,NJ,"Atlantic County, NJ",46
127589,34,1,983400,3PLRF,14,7.5,30.43,16.3,New Jersey,NJ,"Atlantic County, NJ",46
127590,34,1,990000,0RF,0,0.0,24.94,6.34,New Jersey,NJ,"Atlantic County, NJ",0
127591,34,1,990000,1-2RF,0,0.0,47.79,7.96,New Jersey,NJ,"Atlantic County, NJ",0
127592,34,1,990000,3PLRF,0,0.0,27.27,6.81,New Jersey,NJ,"Atlantic County, NJ",0
127593,34,3,0,0RF,96273,29292.1,10.33,3.14,New Jersey,NJ,"Bergen County, NJ",931875
127594,34,3,0,1-2RF,569767,67611.3,61.14,7.26,New Jersey,NJ,"Bergen County, NJ",931875
127595,34,3,0,3PLRF,265835,65309.6,28.53,7.01,New Jersey,NJ,"Bergen County, NJ",931875
127596,34,3,1000,0RF,2314,627.8,37.52,10.18,New Jersey,NJ,"Bergen County, NJ",6168
127597,34,3,1000,1-2RF,3007,671.7,48.75,10.89,New Jersey,NJ,"Bergen County, NJ",6168
127598,34,3,1000,3PLRF,847,547.9,13.73,8.88,New Jersey,NJ,"Bergen County, NJ",6168
127599,34,3,2100,0RF,676,192.4,35.69,10.16,New Jersey,NJ,"Bergen County, NJ",1894
127600,34,3,2100,1-2RF,829,217.3,43.77,11.47,New Jersey,NJ,"Bergen County, NJ",1894
127601,34,3,2100,3PLRF,389,191.8,20.54,10.13,New Jersey,NJ,"Bergen County, NJ",1894
127602,34,3,2200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",5160
127603,34,3,2200,1-2RF,3772,503.8,73.1,9.76,New Jersey,NJ,"Bergen County, NJ",5160
127604,34,3,2200,3PLRF,1388,503.8,26.9,9.76,New Jersey,NJ,"Bergen County, NJ",5160
127605,34,3,2300,0RF,1990,531.2,34.15,9.12,New Jersey,NJ,"Bergen County, NJ",5827
127606,34,3,2300,1-2RF,2495,596.4,42.82,10.24,New Jersey,NJ,"Bergen County, NJ",5827
127607,34,3,2300,3PLRF,1342,531.4,23.03,9.12,New Jersey,NJ,"Bergen County, NJ",5827
127608,34,3,3100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",5696
127609,34,3,3100,1-2RF,3829,591.8,67.22,10.39,New Jersey,NJ,"Bergen County, NJ",5696
127610,34,3,3100,3PLRF,1867,591.8,32.78,10.39,New Jersey,NJ,"Bergen County, NJ",5696
127611,34,3,3200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",5376
127612,34,3,3200,1-2RF,3520,595.9,65.48,11.08,New Jersey,NJ,"Bergen County, NJ",5376
127613,34,3,3200,3PLRF,1856,595.9,34.52,11.08,New Jersey,NJ,"Bergen County, NJ",5376
127614,34,3,3300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",7459
127615,34,3,3300,1-2RF,5407,823.4,72.49,11.04,New Jersey,NJ,"Bergen County, NJ",7459
127616,34,3,3300,3PLRF,2052,823.4,27.51,11.04,New Jersey,NJ,"Bergen County, NJ",7459
127617,34,3,3401,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",2908
127618,34,3,3401,1-2RF,2205,308.3,75.83,10.6,New Jersey,NJ,"Bergen County, NJ",2908
127619,34,3,3401,3PLRF,703,308.3,24.17,10.6,New Jersey,NJ,"Bergen County, NJ",2908
127620,34,3,3402,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",3886
127621,34,3,3402,1-2RF,3115,422.8,80.16,10.88,New Jersey,NJ,"Bergen County, NJ",3886
127622,34,3,3402,3PLRF,771,422.8,19.84,10.88,New Jersey,NJ,"Bergen County, NJ",3886
127623,34,3,3500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4749
127624,34,3,3500,1-2RF,2899,507.0,61.04,10.68,New Jersey,NJ,"Bergen County, NJ",4749
127625,34,3,3500,3PLRF,1850,507.0,38.96,10.68,New Jersey,NJ,"Bergen County, NJ",4749
127626,34,3,4001,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",3558
127627,34,3,4001,1-2RF,2242,435.5,63.01,12.24,New Jersey,NJ,"Bergen County, NJ",3558
127628,34,3,4001,3PLRF,1316,435.5,36.99,12.24,New Jersey,NJ,"Bergen County, NJ",3558
127629,34,3,4002,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",5610
127630,34,3,4002,1-2RF,3771,574.7,67.22,10.24,New Jersey,NJ,"Bergen County, NJ",5610
127631,34,3,4002,3PLRF,1839,574.7,32.78,10.24,New Jersey,NJ,"Bergen County, NJ",5610
127632,34,3,5000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",6253
127633,34,3,5000,1-2RF,3752,756.6,60.0,12.1,New Jersey,NJ,"Bergen County, NJ",6253
127634,34,3,5000,3PLRF,2501,756.6,40.0,12.1,New Jersey,NJ,"Bergen County, NJ",6253
127635,34,3,6100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",7001
127636,34,3,6100,1-2RF,4537,797.0,64.81,11.38,New Jersey,NJ,"Bergen County, NJ",7001
127637,34,3,6100,3PLRF,2464,797.0,35.19,11.38,New Jersey,NJ,"Bergen County, NJ",7001
127638,34,3,6201,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4969
127639,34,3,6201,1-2RF,2753,622.8,55.4,12.53,New Jersey,NJ,"Bergen County, NJ",4969
127640,34,3,6201,3PLRF,2216,622.8,44.6,12.53,New Jersey,NJ,"Bergen County, NJ",4969
127641,34,3,6202,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4810
127642,34,3,6202,1-2RF,3091,601.8,64.26,12.51,New Jersey,NJ,"Bergen County, NJ",4810
127643,34,3,6202,3PLRF,1719,601.8,35.74,12.51,New Jersey,NJ,"Bergen County, NJ",4810
127644,34,3,6300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",9092
127645,34,3,6300,1-2RF,5101,945.8,56.1,10.4,New Jersey,NJ,"Bergen County, NJ",9092
127646,34,3,6300,3PLRF,3991,945.8,43.9,10.4,New Jersey,NJ,"Bergen County, NJ",9092
127647,34,3,7001,0RF,1336,395.4,34.2,10.12,New Jersey,NJ,"Bergen County, NJ",3907
127648,34,3,7001,1-2RF,1830,439.7,46.84,11.25,New Jersey,NJ,"Bergen County, NJ",3907
127649,34,3,7001,3PLRF,741,373.6,18.97,9.56,New Jersey,NJ,"Bergen County, NJ",3907
127650,34,3,7002,0RF,1584,516.4,33.45,10.91,New Jersey,NJ,"Bergen County, NJ",4735
127651,34,3,7002,1-2RF,2219,571.7,46.86,12.07,New Jersey,NJ,"Bergen County, NJ",4735
127652,34,3,7002,3PLRF,932,474.3,19.68,10.02,New Jersey,NJ,"Bergen County, NJ",4735
127653,34,3,8000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",8718
127654,34,3,8000,1-2RF,5786,826.0,66.37,9.47,New Jersey,NJ,"Bergen County, NJ",8718
127655,34,3,8000,3PLRF,2932,826.0,33.63,9.47,New Jersey,NJ,"Bergen County, NJ",8718
127656,34,3,9100,0RF,1749,488.7,35.67,9.97,New Jersey,NJ,"Bergen County, NJ",4903
127657,34,3,9100,1-2RF,2397,536.3,48.89,10.94,New Jersey,NJ,"Bergen County, NJ",4903
127658,34,3,9100,3PLRF,757,445.2,15.44,9.08,New Jersey,NJ,"Bergen County, NJ",4903
127659,34,3,9200,0RF,1511,299.7,46.44,9.21,New Jersey,NJ,"Bergen County, NJ",3254
127660,34,3,9200,1-2RF,1280,323.3,39.34,9.94,New Jersey,NJ,"Bergen County, NJ",3254
127661,34,3,9200,3PLRF,463,266.5,14.23,8.19,New Jersey,NJ,"Bergen County, NJ",3254
127662,34,3,10100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",6343
127663,34,3,10100,1-2RF,4399,736.9,69.35,11.62,New Jersey,NJ,"Bergen County, NJ",6343
127664,34,3,10100,3PLRF,1944,736.9,30.65,11.62,New Jersey,NJ,"Bergen County, NJ",6343
127665,34,3,10200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4213
127666,34,3,10200,1-2RF,3084,430.8,73.2,10.23,New Jersey,NJ,"Bergen County, NJ",4213
127667,34,3,10200,3PLRF,1129,430.8,26.8,10.23,New Jersey,NJ,"Bergen County, NJ",4213
127668,34,3,10300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",7319
127669,34,3,10300,1-2RF,4897,798.2,66.91,10.91,New Jersey,NJ,"Bergen County, NJ",7319
127670,34,3,10300,3PLRF,2422,798.2,33.09,10.91,New Jersey,NJ,"Bergen County, NJ",7319
127671,34,3,11100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4715
127672,34,3,11100,1-2RF,3200,524.5,67.87,11.12,New Jersey,NJ,"Bergen County, NJ",4715
127673,34,3,11100,3PLRF,1515,524.5,32.13,11.12,New Jersey,NJ,"Bergen County, NJ",4715
127674,34,3,11200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",5076
127675,34,3,11200,1-2RF,3800,532.2,74.86,10.48,New Jersey,NJ,"Bergen County, NJ",5076
127676,34,3,11200,3PLRF,1276,532.2,25.14,10.48,New Jersey,NJ,"Bergen County, NJ",5076
127677,34,3,11300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4448
127678,34,3,11300,1-2RF,3225,460.4,72.5,10.35,New Jersey,NJ,"Bergen County, NJ",4448
127679,34,3,11300,3PLRF,1223,460.4,27.5,10.35,New Jersey,NJ,"Bergen County, NJ",4448
127680,34,3,11400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",6223
127681,34,3,11400,1-2RF,4089,684.8,65.71,11.0,New Jersey,NJ,"Bergen County, NJ",6223
127682,34,3,11400,3PLRF,2134,684.8,34.29,11.0,New Jersey,NJ,"Bergen County, NJ",6223
127683,34,3,12001,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",5869
127684,34,3,12001,1-2RF,3801,703.0,64.76,11.98,New Jersey,NJ,"Bergen County, NJ",5869
127685,34,3,12001,3PLRF,2068,703.0,35.24,11.98,New Jersey,NJ,"Bergen County, NJ",5869
127686,34,3,12002,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",3420
127687,34,3,12002,1-2RF,2580,376.0,75.44,10.99,New Jersey,NJ,"Bergen County, NJ",3420
127688,34,3,12002,3PLRF,840,376.0,24.56,10.99,New Jersey,NJ,"Bergen County, NJ",3420
127689,34,3,13001,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",6128
127690,34,3,13001,1-2RF,4465,648.0,72.86,10.57,New Jersey,NJ,"Bergen County, NJ",6128
127691,34,3,13001,3PLRF,1663,648.0,27.14,10.57,New Jersey,NJ,"Bergen County, NJ",6128
127692,34,3,13002,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",6088
127693,34,3,13002,1-2RF,4385,656.7,72.03,10.79,New Jersey,NJ,"Bergen County, NJ",6088
127694,34,3,13002,3PLRF,1703,656.7,27.97,10.79,New Jersey,NJ,"Bergen County, NJ",6088
127695,34,3,14000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",7227
127696,34,3,14000,1-2RF,4836,749.1,66.92,10.37,New Jersey,NJ,"Bergen County, NJ",7227
127697,34,3,14000,3PLRF,2391,749.1,33.08,10.37,New Jersey,NJ,"Bergen County, NJ",7227
127698,34,3,15100,0RF,986,254.1,40.86,10.53,New Jersey,NJ,"Bergen County, NJ",2413
127699,34,3,15100,1-2RF,1055,278.8,43.72,11.55,New Jersey,NJ,"Bergen County, NJ",2413
127700,34,3,15100,3PLRF,372,238.8,15.42,9.9,New Jersey,NJ,"Bergen County, NJ",2413
127701,34,3,15200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",7036
127702,34,3,15200,1-2RF,4623,880.6,65.7,12.52,New Jersey,NJ,"Bergen County, NJ",7036
127703,34,3,15200,3PLRF,2413,880.6,34.3,12.52,New Jersey,NJ,"Bergen County, NJ",7036
127704,34,3,15300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",7182
127705,34,3,15300,1-2RF,3756,821.4,52.3,11.44,New Jersey,NJ,"Bergen County, NJ",7182
127706,34,3,15300,3PLRF,3426,821.4,47.7,11.44,New Jersey,NJ,"Bergen County, NJ",7182
127707,34,3,15400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",7729
127708,34,3,15400,1-2RF,4652,894.1,60.19,11.57,New Jersey,NJ,"Bergen County, NJ",7729
127709,34,3,15400,3PLRF,3077,894.1,39.81,11.57,New Jersey,NJ,"Bergen County, NJ",7729
127710,34,3,15500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",6075
127711,34,3,15500,1-2RF,3286,692.0,54.09,11.39,New Jersey,NJ,"Bergen County, NJ",6075
127712,34,3,15500,3PLRF,2789,692.0,45.91,11.39,New Jersey,NJ,"Bergen County, NJ",6075
127713,34,3,16000,0RF,2251,520.4,38.92,9.0,New Jersey,NJ,"Bergen County, NJ",5783
127714,34,3,16000,1-2RF,2433,614.6,42.07,10.63,New Jersey,NJ,"Bergen County, NJ",5783
127715,34,3,16000,3PLRF,1099,567.9,19.0,9.82,New Jersey,NJ,"Bergen County, NJ",5783
127716,34,3,17100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",6795
127717,34,3,17100,1-2RF,4817,696.5,70.89,10.25,New Jersey,NJ,"Bergen County, NJ",6795
127718,34,3,17100,3PLRF,1978,696.5,29.11,10.25,New Jersey,NJ,"Bergen County, NJ",6795
127719,34,3,17200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",6079
127720,34,3,17200,1-2RF,4644,670.0,76.39,11.02,New Jersey,NJ,"Bergen County, NJ",6079
127721,34,3,17200,3PLRF,1435,670.0,23.61,11.02,New Jersey,NJ,"Bergen County, NJ",6079
127722,34,3,17300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",5904
127723,34,3,17300,1-2RF,4085,652.4,69.19,11.05,New Jersey,NJ,"Bergen County, NJ",5904
127724,34,3,17300,3PLRF,1819,652.4,30.81,11.05,New Jersey,NJ,"Bergen County, NJ",5904
127725,34,3,17400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",5251
127726,34,3,17400,1-2RF,3576,508.3,68.1,9.68,New Jersey,NJ,"Bergen County, NJ",5251
127727,34,3,17400,3PLRF,1675,508.3,31.9,9.68,New Jersey,NJ,"Bergen County, NJ",5251
127728,34,3,17500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",8061
127729,34,3,17500,1-2RF,6339,878.5,78.64,10.9,New Jersey,NJ,"Bergen County, NJ",8061
127730,34,3,17500,3PLRF,1722,878.5,21.36,10.9,New Jersey,NJ,"Bergen County, NJ",8061
127731,34,3,18100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",8582
127732,34,3,18100,1-2RF,4341,1031.0,50.58,12.01,New Jersey,NJ,"Bergen County, NJ",8582
127733,34,3,18100,3PLRF,4241,1031.0,49.42,12.01,New Jersey,NJ,"Bergen County, NJ",8582
127734,34,3,18200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",7475
127735,34,3,18200,1-2RF,4936,906.4,66.03,12.13,New Jersey,NJ,"Bergen County, NJ",7475
127736,34,3,18200,3PLRF,2539,906.4,33.97,12.13,New Jersey,NJ,"Bergen County, NJ",7475
127737,34,3,19102,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",3155
127738,34,3,19102,1-2RF,2092,362.8,66.31,11.5,New Jersey,NJ,"Bergen County, NJ",3155
127739,34,3,19102,3PLRF,1063,362.8,33.69,11.5,New Jersey,NJ,"Bergen County, NJ",3155
127740,34,3,19103,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4111
127741,34,3,19103,1-2RF,2729,444.4,66.38,10.81,New Jersey,NJ,"Bergen County, NJ",4111
127742,34,3,19103,3PLRF,1382,444.4,33.62,10.81,New Jersey,NJ,"Bergen County, NJ",4111
127743,34,3,19104,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4392
127744,34,3,19104,1-2RF,2859,477.0,65.1,10.86,New Jersey,NJ,"Bergen County, NJ",4392
127745,34,3,19104,3PLRF,1533,477.0,34.9,10.86,New Jersey,NJ,"Bergen County, NJ",4392
127746,34,3,19202,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",1653
127747,34,3,19202,1-2RF,1082,178.2,65.46,10.78,New Jersey,NJ,"Bergen County, NJ",1653
127748,34,3,19202,3PLRF,571,178.2,34.54,10.78,New Jersey,NJ,"Bergen County, NJ",1653
127749,34,3,19203,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",3189
127750,34,3,19203,1-2RF,1693,373.7,53.09,11.72,New Jersey,NJ,"Bergen County, NJ",3189
127751,34,3,19203,3PLRF,1496,373.7,46.91,11.72,New Jersey,NJ,"Bergen County, NJ",3189
127752,34,3,19204,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Bergen County, NJ",4132
127753,34,3,19204,1-2RF,2118,483.4,51.26,11.7,New Jersey,NJ,"Bergen County, NJ",4132
127754,34,3,19204,3PLRF,2014,483.4,48.74,11.7,New Jersey,NJ,"Bergen County, NJ",4132
