,state,county,tract,rfgrp,prednum,prednum_moe,predrt,predrt_moe,stname,STABREV,ctname,popuni
129969,34,17,2800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",5612
129970,34,17,2800,1-2RF,3337,653.4,59.46,11.64,New Jersey,NJ,"Hudson County, NJ",5612
129971,34,17,2800,3PLRF,2275,653.4,40.54,11.64,New Jersey,NJ,"Hudson County, NJ",5612
129972,34,17,2900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3973
129973,34,17,2900,1-2RF,2808,454.2,70.68,11.43,New Jersey,NJ,"Hudson County, NJ",3973
129974,34,17,2900,3PLRF,1165,454.2,29.32,11.43,New Jersey,NJ,"Hudson County, NJ",3973
129975,34,17,3000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3459
129976,34,17,3000,1-2RF,1716,465.1,49.61,13.45,New Jersey,NJ,"Hudson County, NJ",3459
129977,34,17,3000,3PLRF,1743,465.1,50.39,13.45,New Jersey,NJ,"Hudson County, NJ",3459
129978,34,17,3100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4529
129979,34,17,3100,1-2RF,2889,505.9,63.79,11.17,New Jersey,NJ,"Hudson County, NJ",4529
129980,34,17,3100,3PLRF,1640,505.9,36.21,11.17,New Jersey,NJ,"Hudson County, NJ",4529
129981,34,17,3500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2021
129982,34,17,3500,1-2RF,1483,248.7,73.38,12.31,New Jersey,NJ,"Hudson County, NJ",2021
129983,34,17,3500,3PLRF,538,248.7,26.62,12.31,New Jersey,NJ,"Hudson County, NJ",2021
129984,34,17,4000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",5847
129985,34,17,4000,1-2RF,3923,643.3,67.09,11.0,New Jersey,NJ,"Hudson County, NJ",5847
129986,34,17,4000,3PLRF,1924,643.3,32.91,11.0,New Jersey,NJ,"Hudson County, NJ",5847
129987,34,17,4101,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",6934
129988,34,17,4101,1-2RF,3992,820.4,57.57,11.83,New Jersey,NJ,"Hudson County, NJ",6934
129989,34,17,4101,3PLRF,2942,820.4,42.43,11.83,New Jersey,NJ,"Hudson County, NJ",6934
129990,34,17,4102,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3004
129991,34,17,4102,1-2RF,2050,397.9,68.24,13.25,New Jersey,NJ,"Hudson County, NJ",3004
129992,34,17,4102,3PLRF,954,397.9,31.76,13.25,New Jersey,NJ,"Hudson County, NJ",3004
129993,34,17,4200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4888
129994,34,17,4200,1-2RF,2783,588.4,56.94,12.04,New Jersey,NJ,"Hudson County, NJ",4888
129995,34,17,4200,3PLRF,2105,588.4,43.06,12.04,New Jersey,NJ,"Hudson County, NJ",4888
129996,34,17,4300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2294
129997,34,17,4300,1-2RF,1579,300.7,68.83,13.11,New Jersey,NJ,"Hudson County, NJ",2294
129998,34,17,4300,3PLRF,715,300.7,31.17,13.11,New Jersey,NJ,"Hudson County, NJ",2294
129999,34,17,4400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2450
130000,34,17,4400,1-2RF,1397,345.8,57.02,14.11,New Jersey,NJ,"Hudson County, NJ",2450
130001,34,17,4400,3PLRF,1053,345.8,42.98,14.11,New Jersey,NJ,"Hudson County, NJ",2450
130002,34,17,4500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4003
130003,34,17,4500,1-2RF,2064,511.4,51.56,12.78,New Jersey,NJ,"Hudson County, NJ",4003
130004,34,17,4500,3PLRF,1939,511.4,48.44,12.78,New Jersey,NJ,"Hudson County, NJ",4003
130005,34,17,4600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2330
130006,34,17,4600,1-2RF,1440,296.1,61.8,12.71,New Jersey,NJ,"Hudson County, NJ",2330
130007,34,17,4600,3PLRF,890,296.1,38.2,12.71,New Jersey,NJ,"Hudson County, NJ",2330
130008,34,17,4700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2682
130009,34,17,4700,1-2RF,2202,328.4,82.1,12.24,New Jersey,NJ,"Hudson County, NJ",2682
130010,34,17,4700,3PLRF,480,328.4,17.9,12.24,New Jersey,NJ,"Hudson County, NJ",2682
130011,34,17,4800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4632
130012,34,17,4800,1-2RF,3446,509.5,74.4,11.0,New Jersey,NJ,"Hudson County, NJ",4632
130013,34,17,4800,3PLRF,1186,509.5,25.6,11.0,New Jersey,NJ,"Hudson County, NJ",4632
130014,34,17,4900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4262
130015,34,17,4900,1-2RF,2660,478.0,62.41,11.22,New Jersey,NJ,"Hudson County, NJ",4262
130016,34,17,4900,3PLRF,1602,478.0,37.59,11.22,New Jersey,NJ,"Hudson County, NJ",4262
130017,34,17,5200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4216
130018,34,17,5200,1-2RF,2344,521.4,55.6,12.37,New Jersey,NJ,"Hudson County, NJ",4216
130019,34,17,5200,3PLRF,1872,521.4,44.4,12.37,New Jersey,NJ,"Hudson County, NJ",4216
130020,34,17,5300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3091
130021,34,17,5300,1-2RF,1813,387.7,58.65,12.54,New Jersey,NJ,"Hudson County, NJ",3091
130022,34,17,5300,3PLRF,1278,387.7,41.35,12.54,New Jersey,NJ,"Hudson County, NJ",3091
130023,34,17,5400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",6756
130024,34,17,5400,1-2RF,4095,732.7,60.61,10.85,New Jersey,NJ,"Hudson County, NJ",6756
130025,34,17,5400,3PLRF,2661,732.7,39.39,10.85,New Jersey,NJ,"Hudson County, NJ",6756
130026,34,17,5500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2479
130027,34,17,5500,1-2RF,1403,321.7,56.6,12.98,New Jersey,NJ,"Hudson County, NJ",2479
130028,34,17,5500,3PLRF,1076,321.7,43.4,12.98,New Jersey,NJ,"Hudson County, NJ",2479
130029,34,17,5600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3978
130030,34,17,5600,1-2RF,2232,442.9,56.11,11.13,New Jersey,NJ,"Hudson County, NJ",3978
130031,34,17,5600,3PLRF,1746,442.9,43.89,11.13,New Jersey,NJ,"Hudson County, NJ",3978
130032,34,17,5801,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4950
130033,34,17,5801,1-2RF,3308,584.9,66.83,11.82,New Jersey,NJ,"Hudson County, NJ",4950
130034,34,17,5801,3PLRF,1642,584.9,33.17,11.82,New Jersey,NJ,"Hudson County, NJ",4950
130035,34,17,5802,0RF,495,182.4,29.64,10.92,New Jersey,NJ,"Hudson County, NJ",1670
130036,34,17,5802,1-2RF,984,192.7,58.92,11.54,New Jersey,NJ,"Hudson County, NJ",1670
130037,34,17,5802,3PLRF,191,137.7,11.44,8.25,New Jersey,NJ,"Hudson County, NJ",1670
130038,34,17,5900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",8008
130039,34,17,5900,1-2RF,5523,899.4,68.97,11.23,New Jersey,NJ,"Hudson County, NJ",8008
130040,34,17,5900,3PLRF,2485,899.4,31.03,11.23,New Jersey,NJ,"Hudson County, NJ",8008
130041,34,17,6000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4439
130042,34,17,6000,1-2RF,2776,579.7,62.54,13.06,New Jersey,NJ,"Hudson County, NJ",4439
130043,34,17,6000,3PLRF,1663,579.7,37.46,13.06,New Jersey,NJ,"Hudson County, NJ",4439
130044,34,17,6100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",7292
130045,34,17,6100,1-2RF,4727,865.6,64.82,11.87,New Jersey,NJ,"Hudson County, NJ",7292
130046,34,17,6100,3PLRF,2565,865.6,35.18,11.87,New Jersey,NJ,"Hudson County, NJ",7292
130047,34,17,6200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3877
130048,34,17,6200,1-2RF,2008,488.9,51.79,12.61,New Jersey,NJ,"Hudson County, NJ",3877
130049,34,17,6200,3PLRF,1869,488.9,48.21,12.61,New Jersey,NJ,"Hudson County, NJ",3877
130050,34,17,6300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4535
130051,34,17,6300,1-2RF,3157,530.9,69.61,11.71,New Jersey,NJ,"Hudson County, NJ",4535
130052,34,17,6300,3PLRF,1378,530.9,30.39,11.71,New Jersey,NJ,"Hudson County, NJ",4535
130053,34,17,6400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3272
130054,34,17,6400,1-2RF,2827,342.0,86.4,10.45,New Jersey,NJ,"Hudson County, NJ",3272
130055,34,17,6400,3PLRF,445,342.0,13.6,10.45,New Jersey,NJ,"Hudson County, NJ",3272
130056,34,17,6500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",1929
130057,34,17,6500,1-2RF,1425,208.1,73.87,10.79,New Jersey,NJ,"Hudson County, NJ",1929
130058,34,17,6500,3PLRF,504,208.1,26.13,10.79,New Jersey,NJ,"Hudson County, NJ",1929
130059,34,17,6600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",1737
130060,34,17,6600,1-2RF,1205,213.1,69.37,12.27,New Jersey,NJ,"Hudson County, NJ",1737
130061,34,17,6600,3PLRF,532,213.1,30.63,12.27,New Jersey,NJ,"Hudson County, NJ",1737
130062,34,17,6700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3558
130063,34,17,6700,1-2RF,1823,472.7,51.24,13.29,New Jersey,NJ,"Hudson County, NJ",3558
130064,34,17,6700,3PLRF,1735,472.7,48.76,13.29,New Jersey,NJ,"Hudson County, NJ",3558
130065,34,17,6800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3352
130066,34,17,6800,1-2RF,1975,413.7,58.92,12.34,New Jersey,NJ,"Hudson County, NJ",3352
130067,34,17,6800,3PLRF,1377,413.7,41.08,12.34,New Jersey,NJ,"Hudson County, NJ",3352
130068,34,17,6900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",83
130069,34,17,6900,1-2RF,61,12.7,73.49,15.3,New Jersey,NJ,"Hudson County, NJ",83
130070,34,17,6900,3PLRF,22,12.7,26.51,15.3,New Jersey,NJ,"Hudson County, NJ",83
130071,34,17,7000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4330
130072,34,17,7000,1-2RF,3165,434.5,73.09,10.03,New Jersey,NJ,"Hudson County, NJ",4330
130073,34,17,7000,3PLRF,1165,434.5,26.91,10.03,New Jersey,NJ,"Hudson County, NJ",4330
130074,34,17,7100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3611
130075,34,17,7100,1-2RF,2676,421.4,74.11,11.67,New Jersey,NJ,"Hudson County, NJ",3611
130076,34,17,7100,3PLRF,935,421.4,25.89,11.67,New Jersey,NJ,"Hudson County, NJ",3611
130077,34,17,7200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2336
130078,34,17,7200,1-2RF,1487,279.7,63.66,11.97,New Jersey,NJ,"Hudson County, NJ",2336
130079,34,17,7200,3PLRF,849,279.7,36.34,11.97,New Jersey,NJ,"Hudson County, NJ",2336
130080,34,17,7300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",1112
130081,34,17,7300,1-2RF,989,106.7,88.94,9.6,New Jersey,NJ,"Hudson County, NJ",1112
130082,34,17,7300,3PLRF,123,106.7,11.06,9.6,New Jersey,NJ,"Hudson County, NJ",1112
130083,34,17,7400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4436
130084,34,17,7400,1-2RF,3912,440.6,88.19,9.93,New Jersey,NJ,"Hudson County, NJ",4436
130085,34,17,7400,3PLRF,524,440.6,11.81,9.93,New Jersey,NJ,"Hudson County, NJ",4436
130086,34,17,7500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",5547
130087,34,17,7500,1-2RF,4251,549.2,76.64,9.9,New Jersey,NJ,"Hudson County, NJ",5547
130088,34,17,7500,3PLRF,1296,549.2,23.36,9.9,New Jersey,NJ,"Hudson County, NJ",5547
130089,34,17,7600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",6427
130090,34,17,7600,1-2RF,5433,535.9,84.53,8.34,New Jersey,NJ,"Hudson County, NJ",6427
130091,34,17,7600,3PLRF,994,535.9,15.47,8.34,New Jersey,NJ,"Hudson County, NJ",6427
130092,34,17,7700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",11195
130093,34,17,7700,1-2RF,9059,906.0,80.92,8.09,New Jersey,NJ,"Hudson County, NJ",11195
130094,34,17,7700,3PLRF,2136,906.0,19.08,8.09,New Jersey,NJ,"Hudson County, NJ",11195
130095,34,17,7800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",1481
130096,34,17,7800,1-2RF,864,173.7,58.34,11.73,New Jersey,NJ,"Hudson County, NJ",1481
130097,34,17,7800,3PLRF,617,173.7,41.66,11.73,New Jersey,NJ,"Hudson County, NJ",1481
130098,34,17,10100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",5846
130099,34,17,10100,1-2RF,4219,595.3,72.17,10.18,New Jersey,NJ,"Hudson County, NJ",5846
130100,34,17,10100,3PLRF,1627,595.3,27.83,10.18,New Jersey,NJ,"Hudson County, NJ",5846
130101,34,17,10200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3233
130102,34,17,10200,1-2RF,2538,380.5,78.5,11.77,New Jersey,NJ,"Hudson County, NJ",3233
130103,34,17,10200,3PLRF,695,380.5,21.5,11.77,New Jersey,NJ,"Hudson County, NJ",3233
130104,34,17,10300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2852
130105,34,17,10300,1-2RF,1696,352.4,59.47,12.36,New Jersey,NJ,"Hudson County, NJ",2852
130106,34,17,10300,3PLRF,1156,352.4,40.53,12.36,New Jersey,NJ,"Hudson County, NJ",2852
130107,34,17,10400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3882
130108,34,17,10400,1-2RF,2765,417.3,71.23,10.75,New Jersey,NJ,"Hudson County, NJ",3882
130109,34,17,10400,3PLRF,1117,417.3,28.77,10.75,New Jersey,NJ,"Hudson County, NJ",3882
130110,34,17,10500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",5302
130111,34,17,10500,1-2RF,3418,629.1,64.47,11.87,New Jersey,NJ,"Hudson County, NJ",5302
130112,34,17,10500,3PLRF,1884,629.1,35.53,11.87,New Jersey,NJ,"Hudson County, NJ",5302
130113,34,17,10600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",6776
130114,34,17,10600,1-2RF,4013,733.8,59.22,10.83,New Jersey,NJ,"Hudson County, NJ",6776
130115,34,17,10600,3PLRF,2763,733.8,40.78,10.83,New Jersey,NJ,"Hudson County, NJ",6776
130116,34,17,10700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3765
130117,34,17,10700,1-2RF,2836,431.9,75.33,11.47,New Jersey,NJ,"Hudson County, NJ",3765
130118,34,17,10700,3PLRF,929,431.9,24.67,11.47,New Jersey,NJ,"Hudson County, NJ",3765
130119,34,17,10800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3384
130120,34,17,10800,1-2RF,2355,357.1,69.59,10.55,New Jersey,NJ,"Hudson County, NJ",3384
130121,34,17,10800,3PLRF,1029,357.1,30.41,10.55,New Jersey,NJ,"Hudson County, NJ",3384
130122,34,17,10900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2202
130123,34,17,10900,1-2RF,1402,257.7,63.67,11.7,New Jersey,NJ,"Hudson County, NJ",2202
130124,34,17,10900,3PLRF,800,257.7,36.33,11.7,New Jersey,NJ,"Hudson County, NJ",2202
130125,34,17,11000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2402
130126,34,17,11000,1-2RF,1183,277.5,49.25,11.55,New Jersey,NJ,"Hudson County, NJ",2402
130127,34,17,11000,3PLRF,1219,277.5,50.75,11.55,New Jersey,NJ,"Hudson County, NJ",2402
130128,34,17,11100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4776
130129,34,17,11100,1-2RF,3112,513.4,65.16,10.75,New Jersey,NJ,"Hudson County, NJ",4776
130130,34,17,11100,3PLRF,1664,513.4,34.84,10.75,New Jersey,NJ,"Hudson County, NJ",4776
130131,34,17,11200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",6510
130132,34,17,11200,1-2RF,4540,781.7,69.74,12.01,New Jersey,NJ,"Hudson County, NJ",6510
130133,34,17,11200,3PLRF,1970,781.7,30.26,12.01,New Jersey,NJ,"Hudson County, NJ",6510
130134,34,17,11300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2981
130135,34,17,11300,1-2RF,2313,349.3,77.59,11.72,New Jersey,NJ,"Hudson County, NJ",2981
130136,34,17,11300,3PLRF,668,349.3,22.41,11.72,New Jersey,NJ,"Hudson County, NJ",2981
130137,34,17,11400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3281
130138,34,17,11400,1-2RF,2250,373.3,68.58,11.38,New Jersey,NJ,"Hudson County, NJ",3281
130139,34,17,11400,3PLRF,1031,373.3,31.42,11.38,New Jersey,NJ,"Hudson County, NJ",3281
130140,34,17,11500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3206
130141,34,17,11500,1-2RF,2232,358.4,69.62,11.18,New Jersey,NJ,"Hudson County, NJ",3206
130142,34,17,11500,3PLRF,974,358.4,30.38,11.18,New Jersey,NJ,"Hudson County, NJ",3206
130143,34,17,11600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4247
130144,34,17,11600,1-2RF,2942,473.7,69.27,11.15,New Jersey,NJ,"Hudson County, NJ",4247
130145,34,17,11600,3PLRF,1305,473.7,30.73,11.15,New Jersey,NJ,"Hudson County, NJ",4247
130146,34,17,12300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2277
130147,34,17,12300,1-2RF,1494,264.9,65.61,11.63,New Jersey,NJ,"Hudson County, NJ",2277
130148,34,17,12300,3PLRF,783,264.9,34.39,11.63,New Jersey,NJ,"Hudson County, NJ",2277
130149,34,17,12400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3247
130150,34,17,12400,1-2RF,2240,392.0,68.99,12.07,New Jersey,NJ,"Hudson County, NJ",3247
130151,34,17,12400,3PLRF,1007,392.0,31.01,12.07,New Jersey,NJ,"Hudson County, NJ",3247
130152,34,17,12500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3784
130153,34,17,12500,1-2RF,2067,449.9,54.62,11.89,New Jersey,NJ,"Hudson County, NJ",3784
130154,34,17,12500,3PLRF,1717,449.9,45.38,11.89,New Jersey,NJ,"Hudson County, NJ",3784
130155,34,17,12600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3556
130156,34,17,12600,1-2RF,2394,423.5,67.32,11.91,New Jersey,NJ,"Hudson County, NJ",3556
130157,34,17,12600,3PLRF,1162,423.5,32.68,11.91,New Jersey,NJ,"Hudson County, NJ",3556
130158,34,17,12700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4979
130159,34,17,12700,1-2RF,3329,515.7,66.86,10.36,New Jersey,NJ,"Hudson County, NJ",4979
130160,34,17,12700,3PLRF,1650,515.7,33.14,10.36,New Jersey,NJ,"Hudson County, NJ",4979
130161,34,17,12800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4245
130162,34,17,12800,1-2RF,3116,454.0,73.4,10.69,New Jersey,NJ,"Hudson County, NJ",4245
130163,34,17,12800,3PLRF,1129,454.0,26.6,10.69,New Jersey,NJ,"Hudson County, NJ",4245
130164,34,17,12900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4028
130165,34,17,12900,1-2RF,2922,442.9,72.54,11.0,New Jersey,NJ,"Hudson County, NJ",4028
130166,34,17,12900,3PLRF,1106,442.9,27.46,11.0,New Jersey,NJ,"Hudson County, NJ",4028
130167,34,17,13000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3586
130168,34,17,13000,1-2RF,2533,412.9,70.64,11.51,New Jersey,NJ,"Hudson County, NJ",3586
130169,34,17,13000,3PLRF,1053,412.9,29.36,11.51,New Jersey,NJ,"Hudson County, NJ",3586
130170,34,17,13100,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2115
130171,34,17,13100,1-2RF,1391,267.9,65.77,12.67,New Jersey,NJ,"Hudson County, NJ",2115
130172,34,17,13100,3PLRF,724,267.9,34.23,12.67,New Jersey,NJ,"Hudson County, NJ",2115
130173,34,17,13200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4392
130174,34,17,13200,1-2RF,3173,492.0,72.24,11.2,New Jersey,NJ,"Hudson County, NJ",4392
130175,34,17,13200,3PLRF,1219,492.0,27.76,11.2,New Jersey,NJ,"Hudson County, NJ",4392
130176,34,17,13300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3362
130177,34,17,13300,1-2RF,2267,392.3,67.43,11.67,New Jersey,NJ,"Hudson County, NJ",3362
130178,34,17,13300,3PLRF,1095,392.3,32.57,11.67,New Jersey,NJ,"Hudson County, NJ",3362
130179,34,17,13400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2583
130180,34,17,13400,1-2RF,1467,281.9,56.79,10.91,New Jersey,NJ,"Hudson County, NJ",2583
130181,34,17,13400,3PLRF,1116,281.9,43.21,10.91,New Jersey,NJ,"Hudson County, NJ",2583
130182,34,17,13500,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4741
130183,34,17,13500,1-2RF,3227,546.1,68.07,11.52,New Jersey,NJ,"Hudson County, NJ",4741
130184,34,17,13500,3PLRF,1514,546.1,31.93,11.52,New Jersey,NJ,"Hudson County, NJ",4741
130185,34,17,13600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2272
130186,34,17,13600,1-2RF,1303,274.6,57.35,12.09,New Jersey,NJ,"Hudson County, NJ",2272
130187,34,17,13600,3PLRF,969,274.6,42.65,12.09,New Jersey,NJ,"Hudson County, NJ",2272
130188,34,17,13700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2603
130189,34,17,13700,1-2RF,1340,291.9,51.48,11.21,New Jersey,NJ,"Hudson County, NJ",2603
130190,34,17,13700,3PLRF,1263,291.9,48.52,11.21,New Jersey,NJ,"Hudson County, NJ",2603
130191,34,17,13800,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",1911
130192,34,17,13800,1-2RF,1500,191.2,78.49,10.01,New Jersey,NJ,"Hudson County, NJ",1911
130193,34,17,13800,3PLRF,411,191.2,21.51,10.01,New Jersey,NJ,"Hudson County, NJ",1911
130194,34,17,13900,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",2933
130195,34,17,13900,1-2RF,2204,315.1,75.14,10.74,New Jersey,NJ,"Hudson County, NJ",2933
130196,34,17,13900,3PLRF,729,315.1,24.86,10.74,New Jersey,NJ,"Hudson County, NJ",2933
130197,34,17,14000,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",5375
130198,34,17,14000,1-2RF,3198,639.5,59.5,11.9,New Jersey,NJ,"Hudson County, NJ",5375
130199,34,17,14000,3PLRF,2177,639.5,40.5,11.9,New Jersey,NJ,"Hudson County, NJ",5375
130200,34,17,14101,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3763
130201,34,17,14101,1-2RF,2414,439.1,64.15,11.67,New Jersey,NJ,"Hudson County, NJ",3763
130202,34,17,14101,3PLRF,1349,439.1,35.85,11.67,New Jersey,NJ,"Hudson County, NJ",3763
130203,34,17,14102,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",5340
130204,34,17,14102,1-2RF,2990,678.0,55.99,12.7,New Jersey,NJ,"Hudson County, NJ",5340
130205,34,17,14102,3PLRF,2350,678.0,44.01,12.7,New Jersey,NJ,"Hudson County, NJ",5340
130206,34,17,14200,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",6169
130207,34,17,14200,1-2RF,3837,747.3,62.2,12.11,New Jersey,NJ,"Hudson County, NJ",6169
130208,34,17,14200,3PLRF,2332,747.3,37.8,12.11,New Jersey,NJ,"Hudson County, NJ",6169
130209,34,17,14300,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",6169
130210,34,17,14300,1-2RF,3328,716.4,53.95,11.61,New Jersey,NJ,"Hudson County, NJ",6169
130211,34,17,14300,3PLRF,2841,716.4,46.05,11.61,New Jersey,NJ,"Hudson County, NJ",6169
130212,34,17,14400,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",8744
130213,34,17,14400,1-2RF,5862,942.0,67.04,10.77,New Jersey,NJ,"Hudson County, NJ",8744
130214,34,17,14400,3PLRF,2882,942.0,32.96,10.77,New Jersey,NJ,"Hudson County, NJ",8744
130215,34,17,14501,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",6734
130216,34,17,14501,1-2RF,4483,865.7,66.57,12.86,New Jersey,NJ,"Hudson County, NJ",6734
130217,34,17,14501,3PLRF,2251,865.7,33.43,12.86,New Jersey,NJ,"Hudson County, NJ",6734
130218,34,17,14502,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",3829
130219,34,17,14502,1-2RF,1468,511.0,38.34,13.35,New Jersey,NJ,"Hudson County, NJ",3829
130220,34,17,14502,3PLRF,2361,511.0,61.66,13.35,New Jersey,NJ,"Hudson County, NJ",3829
130221,34,17,14600,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",4058
130222,34,17,14600,1-2RF,2951,502.7,72.72,12.39,New Jersey,NJ,"Hudson County, NJ",4058
130223,34,17,14600,3PLRF,1107,502.7,27.28,12.39,New Jersey,NJ,"Hudson County, NJ",4058
130224,34,17,14700,0RF,0,0.0,0.0,0.0,New Jersey,NJ,"Hudson County, NJ",5194
130225,34,17,14700,1-2RF,3617,536.1,69.64,10.32,New Jersey,NJ,"Hudson County, NJ",5194
130226,34,17,14700,3PLRF,1577,536.1,30.36,10.32,New Jersey,NJ,"Hudson County, NJ",5194
